yahoo,tv,name,exchange,epsTtm,peTtm,growth5y,rule,pegLynch,pass
OSK,NYSE:OSK,Oshkosh Corp,NYSE,10.08,17.537,16.1905,lynch_peg,1.08316,false
OSPN,NASDAQ:OSPN,OneSpan Inc.,NASDAQ,1.91,9.05525,45.6579,lynch_peg,0.198328,true
OSS,NASDAQ:OSS,"One Stop Systems, Inc.",NASDAQ,0.23,117.813,15.331,lynch_peg,7.68458,false
OSW,NASDAQ:OSW,OneSpaWorld Holdings Ltd,NASDAQ,0.69,33.89,23.2184,lynch_peg,1.45962,false
OTEX,NASDAQ:OTEX,Open Text Corporation,NASDAQ,2.58,5.40044,16.9358,lynch_peg,0.318877,true
OTF,NYSE:OTF,Blue Owl Technology Finance Corp.,NYSE,1.76,8.78462,23.6052,lynch_peg,0.372148,true
OTIS,NYSE:OTIS,Otis Worldwide Corporation,NYSE,3.53,18.5409,11.0518,pe15,1.67763,false
OTTR,NASDAQ:OTTR,Otter Tail Corporation,NASDAQ,6.59,19.9145,22.9033,lynch_peg,0.869504,true
OUT,NYSE:OUT,Outfront Media Inc.,NYSE,0.88,21.2746,-1.6098,pe15,-13.2157,false
OVV,NYSE:OVV,Ovintiv Inc.,NYSE,4.83,17.8074,32.3175,lynch_peg,0.551012,true
OWL,NYSE:OWL,Blue Owl Capital Inc.,NYSE,0.12,103.727,8.96249,pe15,11.5735,false
OXY,NYSE:OXY,Occidental Petroleum Corporation,NYSE,1.69,8.78864,-15.2939,pe15,-0.574652,true
OZK,NASDAQ:OZK,Bank OZK,NASDAQ,6.21,8.65651,22.4043,lynch_peg,0.386377,true
P,NYSE:P,"Everpure, Inc.",NYSE,0.49,171.463,26.861,lynch_peg,6.38334,false
PAA,NASDAQ:PAA,"Plains All American Pipeline, L.P.",NASDAQ,1.66,6.52355,-7.8441,pe15,-0.83165,true
PAAS,NYSE:PAAS,Pan American Silver Corp.,NYSE,2.61,15.1917,25.1539,lynch_peg,0.60395,true
PACS,NYSE:PACS,"PACS Group, Inc.",NYSE,1.23,26.3176,40.0196,lynch_peg,0.657619,true
PAG,NYSE:PAG,"Penske Automotive Group, Inc.",NYSE,14.13,16.1233,15.9569,lynch_peg,1.01043,false
PAGP,NASDAQ:PAGP,Plains GP Holdings LP,NASDAQ,1.31,9.12143,-6.57405,pe15,-1.38749,true
PAGS,NYSE:PAGS,PagSeguro Digital Ltd.,NYSE,7.01,6.10903,12.3276,pe15,0.495558,true
PAHC,NASDAQ:PAHC,Phibro Animal Health Corporation,NASDAQ,1.19,14.7778,7.47161,pe15,1.97786,true
PAM,NYSE:PAM,Pampa Energía S.A.,NYSE,7.25,7.71549,-1.19018,pe15,-6.4826,true
PANL,NASDAQ:PANL,"Pangaea Logistics Solutions, Ltd.",NASDAQ,0.3,9.87453,2.90337,pe15,3.40106,true
PANW,NASDAQ:PANW,"Palo Alto Networks, Inc.",NASDAQ,1.71,323.374,53.0512,lynch_peg,6.09551,false
PARR,NYSE:PARR,"Par Pacific Holdings, Inc.",NYSE,7.28,4.71494,44.4908,lynch_peg,0.105976,true
PATH,NYSE:PATH,UiPath Inc.,NYSE,0.52,26.7829,,,,false
PATK,NASDAQ:PATK,"Patrick Industries, Inc.",NASDAQ,4.16,18.7763,-0.520615,pe15,-36.0656,false
PAX,NASDAQ:PAX,Patria Investments Ltd,NASDAQ,0.54,25.5052,2.81564,pe15,9.05841,false
PAY,NYSE:PAY,"Paymentus Holdings, Inc.",NYSE,0.53,62.2239,48.4156,lynch_peg,1.2852,false
PAYC,NYSE:PAYC,"Paycom Software, Inc.",NYSE,8.13,23.228,26.7005,lynch_peg,0.869947,true
PAYP,NASDAQ:PAYP,PayPay Corporation,NASDAQ,191.74,30.1613,,,,false
PAYS,NASDAQ:PAYS,"Paysign, Inc.",NASDAQ,0.14,45.7734,-2.20094,pe15,-20.7972,false
PAYX,NASDAQ:PAYX,"Paychex, Inc.",NASDAQ,4.9,24.9959,9.94595,pe15,2.51318,false
PB,NYSE:PB,"Prosperity Bancshares, Inc.",NYSE,5.72,12.9983,0.14045,pe15,92.5473,true
PBA,NYSE:PBA,Pembina Pipeline Corporation,NYSE,2.67,23.9789,-0.124301,pe15,-192.909,false
PBH,NYSE:PBH,Prestige Consumer Healthcare Inc.,NYSE,3.93,14.2117,3.68209,pe15,3.85968,true
PBI,NYSE:PBI,Pitney Bowes Inc.,NYSE,0.84,13.4877,23.2191,lynch_peg,0.580889,true
PBR,NYSE:PBR,Petróleo Brasileiro S.A. - Petrobras,NYSE,3.06,4.10347,145.092,lynch_peg,0.0282818,true
PBR-A,NYSE:PBR-A,Petróleo Brasileiro S.A. - Petrobras,NYSE,3.06,4.07672,78.2602,lynch_peg,0.0520918,true
PBYI,NASDAQ:PBYI,"Puma Biotechnology, Inc.",NASDAQ,0.62,16.1414,212.071,lynch_peg,0.0761129,true
PCAR,NASDAQ:PCAR,PACCAR Inc,NASDAQ,4.52,27.4674,12.5744,pe15,2.18439,false
PCG,NYSE:PCG,PG&E Corporation,NYSE,1.18,12.7681,9.04695,pe15,1.41132,true
PCRX,NASDAQ:PCRX,"Pacira BioSciences, Inc.",NASDAQ,0.16,66.3306,-45.7658,pe15,-1.44935,false
PCTY,NASDAQ:PCTY,Paylocity Holding Corporation,NASDAQ,4.99,29.7355,30.8674,lynch_peg,0.96333,true
PD,NYSE:PD,"PagerDuty, Inc.",NYSE,1.91,5.71292,,,,false
PDD,NASDAQ:PDD,PDD Holdings Inc.,NASDAQ,69.16,8.17998,82.7536,lynch_peg,0.0988475,true
PDYN,NASDAQ:PDYN,Palladyne AI Corp.,NASDAQ,0.26,-9.61054,,,,false
PEBO,NASDAQ:PEBO,Peoples Bancorp Inc.,NASDAQ,3.03,12.4058,11.7323,pe15,1.05741,true
PECO,NASDAQ:PECO,Phillips Edison & Co.,NASDAQ,0.9,35.3502,78.7636,lynch_peg,0.448814,true
PEG,NYSE:PEG,Public Service Enterprise Group Incorporated,NYSE,4.23,18.8886,2.27505,pe15,8.30249,false
PEGA,NASDAQ:PEGA,Pegasystems Inc.,NASDAQ,2.3,17.1711,65.5106,lynch_peg,0.262111,true
PENG,NASDAQ:PENG,"Penguin Solutions, Inc.",NASDAQ,0.29,41.5287,-20.1644,pe15,-2.05951,false
PEP,NASDAQ:PEP,"PepsiCo, Inc.",NASDAQ,6.03,18.4627,3.24543,pe15,5.68883,false
PFE,NYSE:PFE,Pfizer Inc.,NYSE,1.36,35.3436,-3.77804,pe15,-9.35499,false
PFG,NASDAQ:PFG,"Principal Financial Group, Inc.",NASDAQ,5.32,16.3026,0.927516,pe15,17.5766,false
PFGC,NYSE:PFGC,Performance Food Group Co,NYSE,2.3,46.2217,49.3046,lynch_peg,0.937473,true
PFLT,NYSE:PFLT,PennantPark Floating Rate Capital Ltd.,NYSE,0.72,14.5503,8.90478,pe15,1.63398,true
PFS,NYSE:PFS,"Provident Financial Services, Inc.",NYSE,2.23,10.325,9.91527,pe15,1.04132,true
PFSI,NYSE:PFSI,"PennyMac Financial Services, Inc.",NYSE,9.69,10.463,-15.0553,pe15,-0.694969,true
PG,NYSE:PG,The Procter & Gamble Company,NYSE,6.75,21.3837,3.47568,pe15,6.15237,false
PGNY,NASDAQ:PGNY,"Progyny, Inc.",NASDAQ,0.68,26.9588,4.71841,pe15,5.71353,false
PGR,NYSE:PGR,The Progressive Corporation,NYSE,19.29,10.4707,14.7156,pe15,0.711537,true
PGY,NASDAQ:PGY,Pagaya Technologies Ltd.,NASDAQ,0.99,14.3533,-1.72517,pe15,-8.31994,true
PH,NYSE:PH,Parker-Hannifin Corporation,NYSE,28.89,36.5538,16.3659,lynch_peg,2.23353,false
PHG,NYSE:PHG,Koninklijke Philips N.V.,NYSE,0.95,20.265,-5.34082,pe15,-3.79435,false
PHIN,NYSE:PHIN,PHINIA Inc.,NYSE,3.31,21.0907,0.613526,pe15,34.3761,false
PHM,NYSE:PHM,"PulteGroup, Inc.",NYSE,11.21,13.2065,16.6508,lynch_peg,0.793147,true
PHR,NYSE:PHR,"Phreesia, Inc.",NYSE,0.0386,81.8003,,,,false
PICS,NASDAQ:PICS,PicS N.V.,NASDAQ,8.42,6.37079,458.437,lynch_peg,0.0138968,true
PINS,NYSE:PINS,"Pinterest, Inc.",NYSE,0.62,68.6714,6.05934,pe15,11.3332,false
PIPR,NYSE:PIPR,Piper Sandler Companies,NYSE,4.22,17.1071,41.8421,lynch_peg,0.408849,true
PJT,NYSE:PJT,PJT Partners Inc.,NYSE,7,19.5947,-2.01507,pe15,-9.72404,false
PKE,NYSE:PKE,Park Aerospace Corp.,NYSE,0.56,61.127,18.4664,lynch_peg,3.31017,false
PKG,NYSE:PKG,Packaging Corporation of America,NYSE,8.61,32.9877,12.1175,pe15,2.72232,false
PKX,NYSE:PKX,POSCO Holdings Inc.,NYSE,1.53,19.257,-80.2105,pe15,-0.240081,false
PLAB,NASDAQ:PLAB,"Photronics, Inc.",NASDAQ,2.29,12.033,34.5137,lynch_peg,0.348643,true
PLD,NYSE:PLD,"Prologis, Inc.",NYSE,3.57,31.3933,12.6265,pe15,2.48631,false
PLGO,NYSE:PLGO,Pelagos Insurance Capital Limit,NYSE,2.12,5.67718,14.2304,pe15,0.398946,true
PLMR,NASDAQ:PLMR,"Palomar Holdings, Inc.",NASDAQ,7.4,16.8073,96.9057,lynch_peg,0.173439,true
PLNT,NYSE:PLNT,"Planet Fitness, Inc.",NYSE,2.62,17.0881,10.7479,pe15,1.5899,false
PLOW,NYSE:PLOW,"Douglas Dynamics, Inc.",NYSE,2.03,18.6667,-0.798234,pe15,-23.385,false
PLTR,NASDAQ:PLTR,Palantir Technologies Inc.,NASDAQ,0.69,140.563,165.752,lynch_peg,0.848033,true
PLUS,NASDAQ:PLUS,ePlus inc.,NASDAQ,5.05,18.4615,12.5998,pe15,1.46523,false
PLXS,NASDAQ:PLXS,Plexus Corp.,NASDAQ,6.39,38.4595,9.71221,pe15,3.95992,false
PM,NYSE:PM,Philip Morris International Inc.,NYSE,7.27,27.2802,7.09691,pe15,3.84395,false
PMT,NYSE:PMT,PennyMac Mortgage Investment Trust,NYSE,0.99,6.64236,29.6744,lynch_peg,0.223841,true
PNC,NYSE:PNC,"The PNC Financial Services Group, Inc.",NYSE,16.62,14.1347,21.1811,lynch_peg,0.667327,true
PNFP,NYSE:PNFP,"Pinnacle Financial Partners, Inc.",NYSE,8.15,13.1711,15.0682,lynch_peg,0.874103,true
PNR,NYSE:PNR,Pentair plc,NYSE,3.99,16.4751,13.1636,pe15,1.25156,false
PNTG,NASDAQ:PNTG,"The Pennant Group, Inc.",NASDAQ,0.86,41.2789,8.95874,pe15,4.60767,false
PNW,NYSE:PNW,Pinnacle West Capital Corporation,NYSE,5.15,18.9962,1.04147,pe15,18.2398,false
PODD,NASDAQ:PODD,Insulet Corp.,NASDAQ,3.51,27.1755,99.8862,lynch_peg,0.272064,true
POOL,NASDAQ:POOL,Pool Corporation,NASDAQ,10.89,18.2498,3.56579,pe15,5.11801,false
POR,NYSE:POR,Portland General Electric Company,NYSE,2.77,22.1201,9.87192,pe15,2.24071,false
POST,NYSE:POST,"Post Holdings, Inc.",NYSE,5.98,13.505,248.697,lynch_peg,0.0543031,true
POWI,NASDAQ:POWI,"Power Integrations, Inc.",NASDAQ,0.39,136.35,-19.9975,pe15,-6.81837,false
POWL,NASDAQ:POWL,"Powell Industries, Inc.",NASDAQ,4.99333,40.2876,59.9688,lynch_peg,0.67181,true
PPC,NASDAQ:PPC,Pilgrim's Pride Corporation,NASDAQ,4.56,12.0565,63.5235,lynch_peg,0.189796,true
PPG,NYSE:PPG,"PPG Industries, Inc.",NYSE,6.96,16.287,9.25979,pe15,1.7589,false
PPL,NYSE:PPL,PPL Corporation,NYSE,1.59,27.8529,-3.60095,pe15,-7.73489,false
PPLC,NYSE:PPLC,PPL Corporation,NYSE,1.59,27.8529,-3.60095,pe15,-7.73489,false
PR,NYSE:PR,Permian Resources Corporation,NYSE,1.31,13.902,67.1809,lynch_peg,0.206934,true
PRDO,NASDAQ:PRDO,Perdoceo Education Corporation,NASDAQ,2.47,11.21,6.65195,pe15,1.68522,true
PRG,NYSE:PRG,"PROG Holdings, Inc.",NYSE,3.66,11.733,40.7874,lynch_peg,0.287661,true
PRGS,NASDAQ:PRGS,Progress Software Corporation,NASDAQ,1.7,21.0574,-0.915486,pe15,-23.0014,false
PRIM,NYSE:PRIM,Primoris Services Corporation,NYSE,5.09,31.7882,18.591,lynch_peg,1.70987,false
PRKS,NYSE:PRKS,United Parks & Resorts Inc.,NYSE,3.09,17.881,18.6058,lynch_peg,0.961042,true
PRLB,NYSE:PRLB,"Proto Labs, Inc.",NYSE,0.89,72.1496,-14.0735,pe15,-5.12664,false
PRMB,NYSE:PRMB,Primo Brands Corporation,NYSE,0.16,90.6817,39.8356,lynch_peg,2.2764,false
PRSU,NYSE:PRSU,"Pursuit Attractions and Hospitality, Inc.",NYSE,0.88,33.2379,-2.43057,pe15,-13.6749,false
PRTH,NASDAQ:PRTH,"Priority Technology Holdings, Inc.",NASDAQ,0.7,8.13043,-7.96385,pe15,-1.02092,true
PRU,NYSE:PRU,"Prudential Financial, Inc.",NYSE,10.16,11.2135,-0.11437,pe15,-98.0453,true
PRVA,NASDAQ:PRVA,"Privia Health Group, Inc.",NASDAQ,0.19,97.8213,-8.73033,pe15,-11.2048,false
PSA,NYSE:PSA,Public Storage,NYSE,9.04,31.2017,7.52354,pe15,4.14721,false
PSIX,NASDAQ:PSIX,"Power Solutions International, Inc.",NASDAQ,4.95,13.6508,53.3923,lynch_peg,0.255671,true
PSMT,NASDAQ:PSMT,"PriceSmart, Inc.",NASDAQ,4.82,34.4319,13.5799,pe15,2.53551,false
PSN,NYSE:PSN,Parsons Corporation,NYSE,2.26,32.2517,18.1888,lynch_peg,1.77316,false
PSO,NYSE:PSO,Pearson plc,NYSE,0.5,23.5294,4.04884,pe15,5.8114,false
PSTL,NYSE:PSTL,"Postal Realty Trust, Inc.",NYSE,0.47,41.8727,12.1974,pe15,3.43293,false
PSX,NYSE:PSX,Phillips 66,NYSE,10.84,13.2484,8.08201,pe15,1.63925,true
PTC,NASDAQ:PTC,PTC Inc.,NASDAQ,6.12,14.6066,40.1957,lynch_peg,0.363386,true
PTCT,NASDAQ:PTCT,"PTC Therapeutics, Inc.",NASDAQ,8.58,-145.786,,,,false
PTON,NASDAQ:PTON,"Peloton Interactive, Inc.",NASDAQ,0.14,39.7275,,,,false
PUK,NYSE:PUK,Prudential plc,NYSE,3.1,8.83816,-1.00145,pe15,-8.82534,true
PUMP,NYSE:PUMP,ProPetro Holding Corp.,NYSE,0.0079,-105.487,-58.8201,pe15,1.79338,false
PVH,NYSE:PVH,PVH Corp.,NYSE,0.53,24.4968,-32.5332,pe15,-0.752978,false
PWP,NASDAQ:PWP,Perella Weinberg Partners,NASDAQ,0.55,54.2905,10.4855,pe15,5.17769,false
PWR,NYSE:PWR,"Quanta Services, Inc.",NYSE,6.87,78.0464,16.877,lynch_peg,4.62441,false
PYPL,NASDAQ:PYPL,"PayPal Holdings, Inc.",NASDAQ,5.46,11.2326,8.80827,pe15,1.27523,true
PZZA,NASDAQ:PZZA,"Papa John's International, Inc.",NASDAQ,0.9,30.0494,-12.8479,pe15,-2.33886,false
Q,NYSE:Q,"Qnity Electronics, Inc.",NYSE,3.3,50.4857,-3.70456,pe15,-13.628,false
QCOM,NASDAQ:QCOM,QUALCOMM Incorporated,NASDAQ,5.06,18.6566,2.01335,pe15,9.26645,false
QFIN,NASDAQ:QFIN,"Qfin Holdings, Inc.",NASDAQ,87.4,1.52425,31.5439,lynch_peg,0.0483216,true
QGEN,NYSE:QGEN,Qiagen N.V.,NYSE,2.04,22.1256,43.9538,lynch_peg,0.503384,true
QLYS,NASDAQ:QLYS,"Qualys, Inc.",NASDAQ,5.49,32.7135,18.5963,lynch_peg,1.75914,false
QNST,NASDAQ:QNST,"QuinStreet, Inc.",NASDAQ,1.42,14.6501,26.4058,lynch_peg,0.554806,true
QRVO,NASDAQ:QRVO,"Qorvo, Inc.",NASDAQ,3.66,22.3195,-10.6583,pe15,-2.09409,false
QSR,NYSE:QSR,Restaurant Brands International Inc.,NYSE,2.36,18.8085,7.94865,pe15,2.36625,false
QTTB,NASDAQ:QTTB,Q32 Bio Inc.,NASDAQ,2.42,5.38351,,,,false
QTWO,NYSE:QTWO,"Q2 Holdings, Inc.",NYSE,0.84,43.9459,,,,false
QUAD,NYSE:QUAD,"Quad/Graphics, Inc.",NYSE,0.57,15.0827,18.8669,lynch_peg,0.799426,true
R,NYSE:R,"Ryder System, Inc.",NYSE,12.2,21.4992,12.8938,pe15,1.66741,false
RACE,NYSE:RACE,Ferrari N.V.,NYSE,8.97,38.5768,22.2135,lynch_peg,1.73664,false
RBA,NYSE:RBA,"RB Global, Inc.",NYSE,2.09,36.271,6.02404,pe15,6.02105,false
RBC,NYSE:RBC,RBC Bearings Incorporated,NYSE,9.14,54.884,20.284,lynch_peg,2.70577,false
RCI,NYSE:RCI,Rogers Communications Inc.,NYSE,12.76,4.37316,32.2842,lynch_peg,0.135458,true
RCL,NYSE:RCL,Royal Caribbean Cruises Ltd.,NYSE,15.73,18.9404,9.81358,pe15,1.93002,false
RDDT,NYSE:RDDT,"Reddit, Inc.",NYSE,2.84,39.442,,,,false
RDN,NYSE:RDN,Radian Group Inc.,NYSE,4.18,9.38889,15.77,lynch_peg,0.595364,true
RDWR,NASDAQ:RDWR,Radware Ltd.,NASDAQ,0.47,74.0888,17.4832,lynch_peg,4.23772,false
RDY,NYSE:RDY,Dr. Reddy's Laboratories Limited,NYSE,53.92,30.2115,20.9982,lynch_peg,1.43876,false
RELY,NASDAQ:RELY,"Remitly Global, Inc.",NASDAQ,0.33,18.0624,,,,false
REXR,NYSE:REXR,"Rexford Industrial Realty, Inc.",NYSE,0.86,-19.9645,11.016,pe15,-1.81231,false
REYN,NASDAQ:REYN,Reynolds Consumer Products Inc.,NASDAQ,1.43,15.9999,-4.28429,pe15,-3.73454,false
RF,NYSE:RF,Regions Financial Corporation,NYSE,2.31,12.8286,17.5317,lynch_peg,0.73174,true
RGA,NYSE:RGA,"Reinsurance Group of America, Incorporated",NYSE,17.94,10.8532,23.0863,lynch_peg,0.470113,true
RGEN,NASDAQ:RGEN,Repligen Corporation,NASDAQ,0.87,225.608,-5.26229,pe15,-42.8726,false
RGLD,NASDAQ:RGLD,"Royal Gold, Inc.",NASDAQ,6.7,25.1429,17.1225,lynch_peg,1.46841,false
RH,NYSE:RH,Rh,NYSE,6.65,33.061,-13.6101,pe15,-2.42914,false
RHI,NYSE:RHI,Robert Half Inc.,NYSE,1.33,37.5174,-13.3324,pe15,-2.81399,false
RHP,NYSE:RHP,"Ryman Hospitality Properties, Inc.",NYSE,3.94,29.2847,7.94838,pe15,3.68436,false
RIGL,NASDAQ:RIGL,"Rigel Pharmaceuticals, Inc.",NASDAQ,20.4,2.35371,,,,false
RIO,NYSE:RIO,Rio Tinto Group,NYSE,6.15,12.898,0.361614,pe15,35.6679,true
RITM,NYSE:RITM,Rithm Capital Corp.,NYSE,1.05,17.0574,-4.10207,pe15,-4.15824,false
RJF,NYSE:RJF,"Raymond James Financial, Inc.",NYSE,10.53,15.5667,21.6037,lynch_peg,0.72056,true
RL,NYSE:RL,Ralph Lauren Corporation,NYSE,15.42,24.141,20.3685,lynch_peg,1.18521,false
RLI,NYSE:RLI,RLI Corp.,NYSE,4.38,13.3897,20.1399,lynch_peg,0.664835,true
RLJ,NYSE:RLJ,RLJ Lodging Trust,NYSE,0.0148,269.804,-48.0164,pe15,-5.61901,false
RMBS,NASDAQ:RMBS,Rambus Inc.,NASDAQ,2.14,44.3694,88.3611,lynch_peg,0.502137,true
RMD,NYSE:RMD,ResMed Inc.,NYSE,10.44,21.6571,26.1335,lynch_peg,0.828709,true
RMNI,NASDAQ:RMNI,"Rimini Street, Inc.",NASDAQ,0.4,61.006,20.1124,lynch_peg,3.03325,false
RNG,NYSE:RNG,"RingCentral, Inc.",NYSE,0.5,50.1279,,,,false
RNGR,NYSE:RNGR,"Ranger Energy Services, Inc.",NYSE,0.55,28.4181,1.26641,pe15,22.4399,false
RNR,NYSE:RNR,RenaissanceRe Holdings Ltd.,NYSE,56.76,5.50819,29.9102,lynch_peg,0.184157,true
RNST,NYSE:RNST,Renasant Corporation,NYSE,2.09,12.9836,7.00203,pe15,1.85427,true
RNW,NASDAQ:RNW,ReNew Energy Global Plc,NASDAQ,29.75,22.3357,23.3171,lynch_peg,0.957912,true
ROAD,NASDAQ:ROAD,"Construction Partners, Inc.",NASDAQ,1.85,47.5039,18.8544,lynch_peg,2.51951,false
ROCK,NASDAQ:ROCK,"Gibraltar Industries, Inc.",NASDAQ,3.27,-166.514,10.5545,pe15,-15.7766,false
ROK,NYSE:ROK,"Rockwell Automation, Inc.",NYSE,7.69,41.8054,-2.72682,pe15,-15.3312,false
ROKU,NASDAQ:ROKU,"Roku, Inc.",NASDAQ,0.6,65.7417,-24.3298,pe15,-2.70211,false
ROL,NYSE:ROL,"Rollins, Inc.",NYSE,1.09,33.0682,15.0818,lynch_peg,2.19259,false
ROOT,NASDAQ:ROOT,"Root, Inc.",NASDAQ,2.49,13.8273,,,,false
ROP,NASDAQ:ROP,"Roper Technologies, Inc.",NASDAQ,14.31,16.4799,9.52582,pe15,1.73002,false
ROST,NASDAQ:ROST,"Ross Stores, Inc.",NASDAQ,6.66,34.0517,94.3805,lynch_peg,0.360792,true
RPC,NYSE:RPC,"Ridgepost Capital, Inc.",NYSE,0.18,35.2,-2.08516,pe15,-16.8812,false
RPD,NASDAQ:RPD,"Rapid7, Inc.",NASDAQ,0.36,42.4049,,,,false
RPM,NYSE:RPM,RPM International Inc.,NYSE,5.19,21.6647,5.936,pe15,3.64972,false
RPRX,NASDAQ:RPRX,Royalty Pharma plc,NASDAQ,2.33,24.2282,12.7273,pe15,1.90364,false
RRC,NYSE:RRC,Range Resources Corporation,NYSE,2.76,11.0632,13.7251,pe15,0.806056,true
RRR,NASDAQ:RRR,"Red Rock Resorts, Inc.",NASDAQ,3.19,16.3897,4.98065,pe15,3.29068,false
RRX,NYSE:RRX,Regal Rexnord Corporation,NYSE,4.22,35.9037,-1.96406,pe15,-18.2803,false
RS,NYSE:RS,Reliance Steel & Aluminum Co.,NYSE,14.07,24.4324,19.64,lynch_peg,1.24401,false
RSG,NYSE:RSG,"Republic Services, Inc.",NYSE,6.86,30.6756,17.7542,lynch_peg,1.7278,false
RSI,NYSE:RSI,"Rush Street Interactive, Inc.",NYSE,0.35,83.3114,69.7944,lynch_peg,1.19367,false
RTO,NYSE:RTO,Rentokil Initial plc,NYSE,0.95,24.8901,13.6974,pe15,1.81714,false
RTX,NYSE:RTX,RTX Corporation,NYSE,5.02,38.5861,-4.16559,pe15,-9.26304,false
RUN,NASDAQ:RUN,Sunrun Inc.,NASDAQ,1.96,5.90936,42.9184,lynch_peg,0.137688,true
RUSHA,NASDAQ:RUSHA,"Rush Enterprises, Inc.",NASDAQ,3.37,24.1853,19.2066,lynch_peg,1.25922,false
RVLV,NYSE:RVLV,"Revolve Group, Inc.",NYSE,0.87,23.3039,1.43944,pe15,16.1896,false
RVTY,NYSE:RVTY,"Revvity, Inc.",NYSE,2.08,55.7619,-20.447,pe15,-2.72715,false
RY,NYSE:RY,Royal Bank of Canada,NYSE,14.12,19.3716,12.4874,pe15,1.5513,false
RYAAY,NASDAQ:RYAAY,Ryanair Holdings plc,NASDAQ,4.14,13.6788,23.6205,lynch_peg,0.579108,true
RYAN,NYSE:RYAN,"Ryan Specialty Holdings, Inc.",NYSE,0.5,44.6826,-4.8173,pe15,-9.27545,false
RYN,NYSE:RYN,Rayonier Inc.,NYSE,0.44,43.9935,9.46088,pe15,4.65004,false
SAFE,NYSE:SAFE,Safehold Inc.,NYSE,1.6,9.53086,6.46009,pe15,1.47535,true
SAH,NYSE:SAH,"Sonic Automotive, Inc.",NYSE,3.49,12.5776,0.634685,pe15,19.8171,true
SAIA,NASDAQ:SAIA,"Saia, Inc.",NASDAQ,9.54,36.9053,12.5171,pe15,2.94839,false
SAIC,NASDAQ:SAIC,Science Applications International Corporation,NASDAQ,7.73,14.1465,16.5133,lynch_peg,0.856677,true
SAM,NYSE:SAM,"The Boston Beer Company, Inc.",NYSE,9.9,-27.3225,-8.96029,pe15,3.04929,false
SAN,NYSE:SAN,"Banco Santander, S.A.",NYSE,0.88,11.609,16.61,lynch_peg,0.698917,true
SANM,NASDAQ:SANM,Sanmina Corporation,NASDAQ,4.56,36.3171,17.6854,lynch_peg,2.0535,false
SAP,NYSE:SAP,SAP SE,NYSE,6.04,26.327,6.78482,pe15,3.88028,false
SARO,NYSE:SARO,"StandardAero, Inc.",NYSE,0.84,28.0606,,,,false
SB,NYSE:SB,"Safe Bulkers, Inc.",NYSE,0.3,9.97938,39.9083,lynch_peg,0.250058,true
SBAC,NASDAQ:SBAC,SBA Communications Corporation,NASDAQ,9.83,20.0446,113.809,lynch_peg,0.176125,true
SBCF,NASDAQ:SBCF,Seacoast Banking Corporation of Florida,NASDAQ,1.62,21.7213,2.24202,pe15,9.68828,false
SBH,NYSE:SBH,"Sally Beauty Holdings, Inc.",NYSE,1.95,8.12814,14.5196,pe15,0.559804,true
SBLK,NASDAQ:SBLK,Star Bulk Carriers Corp.,NASDAQ,0.73,11.3008,48.8211,lynch_peg,0.231473,true
SBRA,NASDAQ:SBRA,"Sabra Health Care REIT, Inc.",NASDAQ,0.64,76.6667,-0.912006,pe15,-84.0637,false
SBUX,NASDAQ:SBUX,Starbucks Corporation,NASDAQ,1.63,62.111,15.5878,lynch_peg,3.98459,false
SCCO,NYSE:SCCO,Southern Copper Corporation,NYSE,5.24,,20.8835,lynch_peg,,false
SCHL,NASDAQ:SCHL,Scholastic Corporation,NASDAQ,2.39,16.9803,27.348,lynch_peg,0.620896,true
SCHW,NYSE:SCHW,The Charles Schwab Corporation,NYSE,4.68,20.1178,17.0505,lynch_peg,1.17989,false
SCI,NYSE:SCI,Service Corporation International,NYSE,3.83,18.6062,5.57551,pe15,3.33713,false
SCSC,NASDAQ:SCSC,"ScanSource, Inc.",NASDAQ,3.05,15.9328,5.20092,pe15,3.06347,false
SCZM,NASDAQ:SCZM,Santacruz Silver Mining Ltd.,NASDAQ,0.47,13.2573,,,,false
SD,NYSE:SD,"SandRidge Energy, Inc.",NYSE,1.91,6.16814,-12.1722,pe15,-0.506741,true
SE,NYSE:SE,Sea Limited,NYSE,2.65,44.8806,213.286,lynch_peg,0.210425,true
SEI,NYSE:SEI,"Solaris Energy Infrastructure, Inc.",NYSE,0.69,60.5158,-13.8688,pe15,-4.36344,false
SEIC,NASDAQ:SEIC,SEI Investments Company,NASDAQ,5.76,18.3948,13.5598,pe15,1.35657,false
SEZL,NASDAQ:SEZL,Sezzle Inc.,NASDAQ,3.93,28.2233,332.6,lynch_peg,0.0848565,true
SF,NYSE:SF,Stifel Financial Corp,NYSE,6.27,9.45765,6.90653,pe15,1.36938,true
SFBS,NYSE:SFBS,"ServisFirst Bancshares, Inc.",NYSE,5.06,15.6218,9.9431,pe15,1.57112,false
SFD,NASDAQ:SFD,"Smithfield Foods, Inc.",NASDAQ,2.51,8.48141,7.74886,pe15,1.09454,true
SFM,NASDAQ:SFM,"Sprouts Farmers Market, Inc.",NASDAQ,5.36,15.8156,17.0456,lynch_peg,0.927841,true
SGHC,NYSE:SGHC,Super Group (SGHC) Limited,NYSE,0.43,18.0479,11.4566,pe15,1.57534,false
SGI,NYSE:SGI,Somnigroup International Inc,NYSE,1.86,25.9588,2.05651,pe15,12.6227,false
